Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
MESH-D018781	Tension-Type Headache					HP:0002331	Headache (with pheochromocytoma)			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 5530.330955397731176).	PMID:21614009; PMID:18494995; PMID:11430173; PMID:10998713; PMID:12944710	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0002076	Migraine			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 3325.5971332697413500).	PMID:21614009; PMID:12872621; PMID:18494993; PMID:20526648; PMID:14604504	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0002083	Migraine without aura			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1419.2292508513676177).	PMID:11430173; PMID:20060252; PMID:15613189; PMID:15049162; PMID:16146497	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0002077	Migraine with aura			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 523.629619252128668).	PMID:15049162; PMID:16146497; PMID:16178953; PMID:19673915; PMID:15172517	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0000740	Anxiety (with pheochromocytoma)			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 439.5129523282780685).	PMID:15613188; PMID:17508174; PMID:16389731; PMID:17346304; PMID:8916565	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0003326	Myalgia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 216.7185116852487934).	PMID:17161538; PMID:17568991; PMID:12110109; PMID:16396668; PMID:20813105	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0011157	Auras			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 204.3969707818447424).	PMID:16178953; PMID:15705127; PMID:11333382; PMID:16419564; PMID:16419567	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0002183	Phonophobia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 201.3977319954414619).	PMID:10920405; PMID:12110116; PMID:11422089; PMID:19948558; PMID:20878271	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0000613	Photophobia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 184.839589716942125).	PMID:10920405; PMID:16419566; PMID:18671906; PMID:19948558; PMID:23163496	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0002018	Nausea			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 117.4042776961548820).	PMID:10920405; PMID:11422089; PMID:23163496; PMID:15673472; PMID:18031560	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0000708	Behavioral abnormality			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 114.277755649000920).	PMID:14604507; PMID:15948065; PMID:15067529; PMID:10817447; PMID:18173983	HPO	11.05.2015
MESH-D018781	Tension-Type Headache					HP:0012003	Affective auras			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 88.76161654855248).	PMID:11201423; PMID:19277835; PMID:11576204; PMID:9329230; PMID:10468318	HPO	11.05.2015
