Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
MESH-D055113	Chronic Periodontitis					HP:0000704	Periodontitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 4474.720174103818/845).	PMID:22114891;PMID:23375121;PMID:22073462;PMID:23705536;PMID:23705535	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0000230	Gingivitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 2414.2368801262865/427).	PMID:23375121;PMID:22073462;PMID:23705535;PMID:20171609;PMID:21235330	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0000166	Severe periodontitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1333.513587824223/186).	PMID:23375122;PMID:20429646;PMID:20171609;PMID:21235331;PMID:22092472	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0011058	Generalized periodontitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 921.8502492725283/112).	PMID:23268214;PMID:21235331;PMID:20429658;PMID:20429651;PMID:21770996	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0000718	Aggressive behavior			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 480.2088893991107/135).	PMID:23268214;PMID:20171609;PMID:23167203;PMID:21531918;PMID:22077544	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0000225	Gingival bleeding			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 427.43981394712404/57).	PMID:22092475;PMID:20932157;PMID:19938255;PMID:23046796;PMID:21887500	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0011059	Localized periodontitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 252.6050890948654/30).	PMID:20429658;PMID:20348487;PMID:23040337;PMID:22264208;PMID:19602109	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0000819	Diabetes mellitus			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 185.62604950187733/47).	PMID:22114891;PMID:22073462;PMID:23557538;PMID:22369555;PMID:20461319	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0006349	Agenesis of permanent teeth			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 116.72223559601923/15).	PMID:22092471;PMID:22858334;PMID:22092472;PMID:22593997;PMID:19215312	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0006480	Premature loss of teeth			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 112.40044844394153/13).	PMID:22593997;PMID:21449691;PMID:22819245;PMID:21627675;PMID:21870974	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0002621	Atherosclerosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 111.36682133678278/25).	PMID:21531918;PMID:21829050;PMID:22769439;PMID:24046985;PMID:23050768	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0007354	Amyotrophic lateral sclerosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 97.36190849179664/22).	PMID:21235331;PMID:21829050;PMID:21486181;PMID:18766387;PMID:20629544	HPO	11.05.2015
MESH-D055113	Chronic Periodontitis					HP:0000212	Gingival overgrowth			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 56.76392194148757/7).	PMID:23106187;PMID:20604763;PMID:21342006;PMID:22790338;PMID:20930366	HPO	11.05.2015
