Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0000992	Cutaneous photosensitivity			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 946.2783672014695/145). MESHID: D017484	PMID:21879777;PMID:8313631;PMID:21739333;PMID:23509741;PMID:9595711	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0010783	Erythema			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 357.3524648464547/65). MESHID: D017484	PMID:17619401;PMID:8313631;PMID:16061351;PMID:10594754;PMID:10772429	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0000737	Irritability			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 262.2840704186248/51). MESHID: D017484	PMID:15033545;PMID:17512241;PMID:21704668;PMID:17701961;PMID:21803116	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0000964	Eczema			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 209.1023944122643/41). MESHID: D017484	PMID:22665133;PMID:16402711;PMID:22652332;PMID:7673491;PMID:18201360	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0007354	Amyotrophic lateral sclerosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 172.59611050818495/39). MESHID: D017484	PMID:23509741;PMID:11433404;PMID:17512241;PMID:21803116;PMID:21802479	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0001000	Abnormality of skin pigmentation			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 115.23407383775219/23). MESHID: D017484	PMID:8252763;PMID:8166483;PMID:22682398;PMID:16454354;PMID:21040797	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0000969	Edema			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 98.85347886690869/23). MESHID: D017484	PMID:10594754;PMID:11486382;PMID:9152079;PMID:15917145;PMID:9222073	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0001324	Muscle weakness			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 64.49265951175096/15). MESHID: D017484	PMID:11846989;PMID:19130470;PMID:17943704;PMID:19659919;PMID:9484878	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0007537	Severe photosensitivity			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 60.92156117226363/6). MESHID: D017484	PMID:12789632;PMID:16978545;PMID:17223870;PMID:10592948;PMID:11868977	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0008066	Abnormal blistering of the skin			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 59.58179079693357/9). MESHID: D017484	PMID:8198814;PMID:17721568;PMID:17459294;PMID:17867224;PMID:9584334	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0003765	Psoriasis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 54.120148429429655/10). MESHID: D017484	PMID:10594754;PMID:9173061;PMID:11482001;PMID:10550359;PMID:11358728	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0000613	Photophobia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 51.755085120743786/7). MESHID: D017484	PMID:8252763;PMID:12661552;PMID:10958514;PMID:12521605;PMID:12006194	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0001025	Urticaria			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 51.46863076532766/8). MESHID: D017484	PMID:11060387;PMID:7673491;PMID:18589839;PMID:14513242;PMID:8959945	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0002860	Squamous cell carcinoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 41.467704623421554/11). MESHID: D017484	PMID:11746108;PMID:10098737;PMID:10594754;PMID:9829737;PMID:9681345	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0002861	Melanoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 41.41309714397221/10). MESHID: D017484	PMID:10594754;PMID:15097966;PMID:19384076;PMID:23528218;PMID:18813314	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0000989	Pruritus			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 35.273242482151396/6). MESHID: D017484	PMID:18720695;PMID:11268707;PMID:19138025;PMID:19059301;PMID:11215323	HPO	11.05.2015
DOID-DOID:0004407	Dermatitis, Phototoxic					HP:0000953	Hyperpigmentation of the skin			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 34.710748035604105/4). MESHID: D017484	PMID:18720695;PMID:10195477;PMID:19687425;PMID:19656325	HPO	11.05.2015
