Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
MESH-D003420	Crisscross Heart					HP:0001719	Double outlet right ventricle			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 81.6435025494891710).	PMID:7883655; PMID:2365513; PMID:3812221; PMID:19712628; PMID:16859216	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0001629	Ventricular septal defect			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 68.3257230300751811).	PMID:18255175; PMID:7883655; PMID:2365513; PMID:2071244; PMID:19712628	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0001669	Transposition of the great arteries			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 52.861514009436587).	PMID:18255175; PMID:15850307; PMID:8255800; PMID:7677509; PMID:2729111	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0002564	Malformation of the heart and great vessels			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 47.667389757059528).	PMID:18255175; PMID:17400312; PMID:2145882; PMID:16859216; PMID:19056236	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0011553	Discordant atrioventricular connection			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 44.813662612837134).	PMID:19957528; PMID:7883655; PMID:19712628; PMID:10950340	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0001642	Pulmonic stenosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 34.926898093223165).	PMID:18255175; PMID:7883655; PMID:19712628; PMID:2729111; PMID:2347348	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0011562	Straddling atrioventricular valve			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 34.619663669491493).	PMID:7883655; PMID:14588221; PMID:20678124	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0001631	Defect in the atrial septum			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 26.8277795365781274).	PMID:19712628; PMID:8255800; PMID:2229768; PMID:20678124	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0001627	Abnormality of cardiac morphology			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 24.906727643154834).	PMID:2365513; PMID:19762095; PMID:18383472; PMID:2812931	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0010650	Premaxillary underdevelopment			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 21.436316205474173).	PMID:19712628; PMID:7677509; PMID:2807611	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0000961	Cyanosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 21.1638840015448863).	PMID:14588221; PMID:16859216; PMID:20678124	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0011540	Congenitally corrected transposition of the great arteries			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 19.925946338203912).	PMID:2071244; PMID:8255800	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0001696	Situs inversus totalis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 16.572834840395592).	PMID:17347869; PMID:12959204	HPO	11.05.2015
MESH-D003420	Crisscross Heart					HP:0001643	Patent ductus arteriosus			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 13.058238542578012).	PMID:19712628; PMID:16859216	HPO	11.05.2015
