Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0000773	Short ribs			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 726.997443836032474). MESHID: D012779	PMID:23910462; PMID:3684360; PMID:2813343; PMID:3385743; PMID:2464965	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0010442	Polydactyly			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 584.803635073526671). MESHID: D012779	PMID:23910462; PMID:3684360; PMID:2813343; PMID:3385743; PMID:2464965	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0002983	Micromelia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 273.994226780933632). MESHID: D012779	PMID:14768808; PMID:3133521; PMID:15107523; PMID:1415345; PMID:22432872	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0005716	Lethal skeletal dysplasia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 150.2677683354896514). MESHID: D012779	PMID:14768808; PMID:15107523; PMID:2080437; PMID:9610623; PMID:21159031	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0000774	Narrow chest			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 130.523442964246813). MESHID: D012779	PMID:3133521; PMID:17547743; PMID:1897578; PMID:2080437; PMID:9610623	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0002652	Skeletal dysplasia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 106.7930742987407513). MESHID: D012779	PMID:3118409; PMID:17486589; PMID:19839044; PMID:18057685; PMID:9383879	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0000161	Median cleft lip			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 65.14074627074436). MESHID: D012779	PMID:22432872; PMID:1897578; PMID:1867273; PMID:22482978; PMID:8946117	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0000888	Horizontal ribs			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 51.868016981882564). MESHID: D012779	PMID:3133521; PMID:18057685; PMID:9610623; PMID:22876582	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0000772	Abnormality of the ribs			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 49.032319988077025). MESHID: D012779	PMID:9610623; PMID:8946117; PMID:10742417; PMID:7856642; PMID:8322825	HPO	11.05.2015
DOID-DOID:0002255	Short Rib-Polydactyly Syndrome					HP:0005736	Short tibia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 47.702201482569924). MESHID: D012779	PMID:3133521; PMID:22876582; PMID:22482978; PMID:22499340	HPO	11.05.2015
