Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:166210		MIM:120150			COL1A1	HP:0000006																			
MIM:166210		MIM:120150			COL1A1	HP:0000239		FMA:75438		PATO:0000586															
MIM:166210		MIM:120150			COL1A1	HP:0000444																			
MIM:166210		MIM:120150			COL1A1	HP:0000592		FMA:58269		PATO:0000318															
MIM:166210		MIM:120150			COL1A1	HP:0000923																			
MIM:166210		MIM:120150			COL1A1	HP:0000926				PATO:0000407									PATO:0001869						
MIM:166210		MIM:120150			COL1A1	HP:0000963		FMA:7163		PATO:0000592															
MIM:166210		MIM:120150			COL1A1	HP:0001442																			
MIM:166210		MIM:120150			COL1A1	HP:0001518																			
MIM:166210		MIM:120150			COL1A1	HP:0001622																			
MIM:166210		MIM:120150			COL1A1	HP:0001635		GO:0060047		PATO:0001641															
MIM:166210		MIM:120150			COL1A1	HP:0001790																			
MIM:166210		MIM:120150			COL1A1	HP:0002093		FMA:7158		PATO:0001628															
MIM:166210		MIM:120150			COL1A1	HP:0002644				PATO:0000001									PATO:0000460						
MIM:166210		MIM:120150			COL1A1	HP:0002645																			
MIM:166210		MIM:120150			COL1A1	HP:0002701		FMA:52800		PATO:0001779															
MIM:166210		MIM:120150			COL1A1	HP:0002757				HP:0002662									PATO:0000470						
MIM:166210		MIM:120150			COL1A1	HP:0002811																			
MIM:166210		MIM:120150			COL1A1	HP:0002982		FMA:24476		PATO:0000406															
MIM:166210		MIM:120150			COL1A1	HP:0003505																			
MIM:166210		MIM:120150			COL1A1	HP:0006367																			
