Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0003745	Sporadic			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/#gr_22q13_3.Genetic_Counseling		17.02.2009	
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0001263	Global developmental delay			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/			
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0002116	Deficiency of speech development			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/			
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0001319	Neonatal hypotonia			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/			
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0000098	Tall stature			PCS	PCS						Mild	http://www.ncbi.nlm.nih.gov/books/NBK1198/			
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0001176	Large hands			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/			
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0001800	Hypoplastic toenails			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/			
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0000527	Long eyelashes			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/			
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0007328	Decreased pain sensation			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/			
MIM:606232	CHROMOSOME 22q13.3 DELETION SYNDROME			del22q13.3		HP:0003763	Bruxism			PCS	PCS							http://www.ncbi.nlm.nih.gov/books/NBK1198/			
