Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:606762		MIM:138130			GLUD1	HP:0000006																			
MIM:606762		MIM:138130			GLUD1	HP:0000825																			
MIM:606762		MIM:138130			GLUD1	HP:0001325																			
MIM:606762		MIM:138130			GLUD1	HP:0001425																			
MIM:606762		MIM:138130			GLUD1	HP:0001943		FMA:62970		PATO:0001163		CHEBI:17234							PATO:0001869						
MIM:606762		MIM:138130			GLUD1	HP:0002173																			
MIM:606762		MIM:138130			GLUD1	HP:0002386																			
MIM:606762		MIM:138130			GLUD1	HP:0003674																			
MIM:606762		MIM:138130			GLUD1	HP:0007185																			
MIM:606762		MIM:138130			GLUD1	HP:0008162																			
