Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:604187		MIM:602821			KIF5A	HP:0000006																			
MIM:604187		MIM:602821			KIF5A	HP:0000012																			
MIM:604187		MIM:602821			KIF5A	HP:0000018																			
MIM:604187		MIM:602821			KIF5A	HP:0000020																			
MIM:604187		MIM:602821			KIF5A	HP:0001258																			
MIM:604187		MIM:602821			KIF5A	HP:0001347																			
MIM:604187		MIM:602821			KIF5A	HP:0001425																			
MIM:604187		MIM:602821			KIF5A	HP:0001761																			
MIM:604187		MIM:602821			KIF5A	HP:0002061		FMA:7184		HP:0001257															
MIM:604187		MIM:602821			KIF5A	HP:0002064																			
MIM:604187		MIM:602821			KIF5A	HP:0002166																			
MIM:604187		MIM:602821			KIF5A	HP:0002325																			
MIM:604187		MIM:602821			KIF5A	HP:0002534				PATO:0001779															
MIM:604187		MIM:602821			KIF5A	HP:0002650				PATO:0002049									PATO:0001869						
MIM:604187		MIM:602821			KIF5A	HP:0002839																			
MIM:604187		MIM:602821			KIF5A	HP:0003487																			
MIM:604187		MIM:602821			KIF5A	HP:0003674																			
MIM:604187		MIM:602821			KIF5A	HP:0003676																			
MIM:604187		MIM:602821			KIF5A	HP:0007340		FMA:9622		PATO:0001779															
