Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000006	Autosomal dominant inheritance									TAS								OMIM:109150	Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000018	Sphincter disturbance									IEA									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000508	Ptosis									IEA									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000520	Proptosis									ITM									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000544	External ophthalmoplegia	FMA:74548	null	HP:0000602	Ophthalmoplegia					PCS	34/57							PMID:19659750	Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000623	Supranuclear ophthalmoplegia									IEA									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000640	Gaze-evoked nystagmus									PCS	15/20							PMID:10525976	Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000641	Dysmetric saccades									IEA									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000645	Exophthalmos	FMA:54448	null	PATO:0001644	relational protruding quality	FMA:24728	null			ITM									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000651	Diplopia									IEA									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0000726	Dementia									IEA									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0001151	Impaired horizontal smooth pursuit									IEA									Feb 17, 2009	
MIM:109150	MACHADO-JOSEPH DISEASE SPINOCEREBELLAR ATROPHY III AZOREAN NEUROLOGIC DISEASE SPINOPONTINE ATROPHY NIGROSPINODENTATAL DEGENERATION	MIM:607047	ATAXIN 3		ATXN3	HP:0001257	Spasticity									IPCS	62/139							PMID:18685131	Feb 17, 2009	
