Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0000007												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0000117												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0000124												ITM							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0000247												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0000254		FMA:63864		PATO:0000001								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0000886		FMA:7480		PATO:0001617								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0000893												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0000920		FMA:7956		PATO:0000586								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0001252		FMA:30316		PATO:0001619								IEA		PATO:0001869					17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0001324		FMA:5022		PATO:0001779								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0001438		FMA:9577		PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0001455												ITM							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0001508												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002150		FMA:12274		PATO:0001162		CHEBI:22984						IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002355												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002653												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002660				HP:0002662								IEA		PATO:0002051					17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002663		GO:0001503		PATO:0000502								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002748												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002752		FMA:24019		PATO:0001609								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002753		FMA:24018		PATO:0000592								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002976												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0002979		FMA:24979		PATO:0000406								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003013												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003017												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003018				PATO:0000001								IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003020												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003029												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003152												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003155												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003579												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0003698												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0004492												IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0004724				HP:0000787		MPATH:36						IEA							17.02.2009	
MIM:241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	MIM:609826			SLC34A3	HP:0004912												ITM							17.02.2009	
