Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0000007												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0000374		FMA:65132		HP:0000404								IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0000509												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0000545												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0000563												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0000613												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0000633												ITM							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0000955												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0001249												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0001394												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0001508												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0001509		FMA:20394		PATO:0000569								IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0001596												IEA							17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0001597				PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS					HP:0007431												ITM							17.02.2009	
