Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:300497		MIM:300427			NLGN4X	HP:0000721																			
MIM:300497		MIM:300427			NLGN4X	HP:0000728																			
MIM:300497		MIM:300427			NLGN4X	HP:0000732																			
MIM:300497		MIM:300427			NLGN4X	HP:0000733																			
MIM:300497		MIM:300427			NLGN4X	HP:0000758																			
MIM:300497		MIM:300427			NLGN4X	HP:0001417																			
MIM:300497		MIM:300427			NLGN4X	HP:0001420																			
MIM:300497		MIM:300427			NLGN4X	HP:0001425																			
MIM:300497		MIM:300427			NLGN4X	HP:0001426																			
MIM:300497		MIM:300427			NLGN4X	HP:0003580																			
MIM:300497		MIM:300427			NLGN4X	HP:0005324																			
