Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000007												IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000023												IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000028												IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000038		FMA:9707		PATO:0000587								IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000126		FMA:15575		PATO:0001571								IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000156												IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000175		FMA:54549		PATO:0000403								IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000210		FMA:54396		PATO:0000587								IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000316		FMA:54450		PATO:0000374		FMA:54449						IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000319		FMA:59819		PATO:0000407								IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000332												IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000369		FMA:52780		PATO:0001476								IEA							17.02.2009	
MIM:235255	MULLERIAN DERIVATIVES, PERSISTENCE OF, WITH LYMPHANGIECTASIA AND POSTAXIALPOLYDACTYLY					HP:0000431												IEA							17.02.2009	
