Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:238600		MIM:609708			LPL	HP:0000007																			
MIM:238600		MIM:609708			LPL	HP:0000660																			
MIM:238600		MIM:609708			LPL	HP:0000952																			
MIM:238600		MIM:609708			LPL	HP:0001013																			
MIM:238600		MIM:609708			LPL	HP:0001433		_:liver_and_spleen		PATO:0000586															
MIM:238600		MIM:609708			LPL	HP:0001626				PATO:0000001									PATO:0000460						
MIM:238600		MIM:609708			LPL	HP:0001733				PATO:0000470		GO:0006954													
MIM:238600		MIM:609708			LPL	HP:0002018																			
MIM:238600		MIM:609708			LPL	HP:0002375																			
MIM:238600		MIM:609708			LPL	HP:0002574																			
MIM:238600		MIM:609708			LPL	HP:0003077		FMA:62970		PATO:0001162		CHEBI:18059													
MIM:238600		MIM:609708			LPL	HP:0003124																			
