Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0000007												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0000012												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0000666		FMA:74527		HP:0000639								ITM							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0001253		FMA:67944		HP:0001251								IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0001257												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0001260												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0001272												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0001332		FMA:30316		PATO:0001814								IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0001347												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0002066												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0002120												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0002129												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0002650				PATO:0002049								IEA		PATO:0001869					17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0003618												IEA							17.02.2009	
MIM:611390	ATAXIA, SPASTIC, 3, AUTOSOMAL RECESSIVE					HP:0008587												ITM							17.02.2009	
