Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0000007												IEA							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0001308		FMA:54640		HP:0002380								IEA							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0002178												IEA							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0002378		FMA:9712		HP:0001337								IEA							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0002398		FMA:83617		PATO:0000639								IEA							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0002522												IEA							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0003483												ITM							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0003667												ITM							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0003677												IEA							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0003701		_:proximal_muscle		PATO:0001779								ITM							17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0007126		FMA:30316		PATO:0001623								IEA		PATO:0001818					17.02.2009	
MIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV	MIM:600354			SMN1	HP:0007269		FMA:13478		PATO:0001999		FMA:83617						ITM							17.02.2009	
