Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:215150		MIM:120290			COL11A2	HP:0000007																			
MIM:215150		MIM:120290			COL11A2	HP:0000175		FMA:54549		PATO:0000403															
MIM:215150		MIM:120290			COL11A2	HP:0000201																			
MIM:215150		MIM:120290			COL11A2	HP:0000210		FMA:54396		PATO:0000587															
MIM:215150		MIM:120290			COL11A2	HP:0000272		FMA:52747		PATO:0000645															
MIM:215150		MIM:120290			COL11A2	HP:0000347		FMA:52748		PATO:0000645															
MIM:215150		MIM:120290			COL11A2	HP:0000374		FMA:65132		HP:0000404															
MIM:215150		MIM:120290			COL11A2	HP:0000410																			
MIM:215150		MIM:120290			COL11A2	HP:0000443																			
MIM:215150		MIM:120290			COL11A2	HP:0000463		FMA:72005		PATO:0001474															
MIM:215150		MIM:120290			COL11A2	HP:0000478				PATO:0000001									PATO:0000460						
MIM:215150		MIM:120290			COL11A2	HP:0001165		FMA:9712		PATO:0000587															
MIM:215150		MIM:120290			COL11A2	HP:0001372				HP:0001371															
MIM:215150		MIM:120290			COL11A2	HP:0001509		FMA:20394		PATO:0000569															
MIM:215150		MIM:120290			COL11A2	HP:0002095																			
MIM:215150		MIM:120290			COL11A2	HP:0002644				PATO:0000001									PATO:0000460						
MIM:215150		MIM:120290			COL11A2	HP:0002656		FMA:24012		PATO:0000640															
MIM:215150		MIM:120290			COL11A2	HP:0002829																			
MIM:215150		MIM:120290			COL11A2	HP:0002941		FMA:75791		PATO:0002017															
MIM:215150		MIM:120290			COL11A2	HP:0003015		FMA:24014		PATO:0001785															
MIM:215150		MIM:120290			COL11A2	HP:0003026		FMA:7474		PATO:0000574															
MIM:215150		MIM:120290			COL11A2	HP:0003037		FMA:7490		PATO:0000586															
MIM:215150		MIM:120290			COL11A2	HP:0003088				HP:0002758									PATO:0000694						
MIM:215150		MIM:120290			COL11A2	HP:0003417																			
MIM:215150		MIM:120290			COL11A2	HP:0003421																			
MIM:215150		MIM:120290			COL11A2	HP:0004679		FMA:71339		PATO:0000586															
MIM:215150		MIM:120290			COL11A2	HP:0005003																			
MIM:215150		MIM:120290			COL11A2	HP:0006237		FMA:42765		PATO:0001482															
MIM:215150		MIM:120290			COL11A2	HP:0009803		FMA:23914		PATO:0000645															
MIM:215150		MIM:120290			COL11A2	HP:0010049		FMA:9612		PATO:0000645															
