Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000156												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000254		FMA:63864		PATO:0000001								IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000256		FMA:46565		PATO:0000586								IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000327		FMA:9711		PATO:0000645								IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000334												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000442												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000708												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000767												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000768												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0000774		FMA:9576		PATO:0000599								IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0001166												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0001419												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0001507		GO:0040007		PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0001614												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0001760				PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0002051		FMA:54396		PATO:0001482								IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0002458												IEA							17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0002650				PATO:0002049								IEA		PATO:0001869					17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0002808				PATO:0001468								IEA		PATO:0001869					17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0003011				PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	MIM:300298			UPF3B	HP:0006887												ITM							17.02.2009	
