Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:211600		MIM:602397			ATP8B1	HP:0000007																			
MIM:211600		MIM:602397			ATP8B1	HP:0000952																			
MIM:211600		MIM:602397			ATP8B1	HP:0000989																			
MIM:211600		MIM:602397			ATP8B1	HP:0001394																			
MIM:211600		MIM:602397			ATP8B1	HP:0001425																			
MIM:211600		MIM:602397			ATP8B1	HP:0001508																			
MIM:211600		MIM:602397			ATP8B1	HP:0001509		FMA:20394		PATO:0000569															
MIM:211600		MIM:602397			ATP8B1	HP:0001516																			
MIM:211600		MIM:602397			ATP8B1	HP:0001744		FMA:7196		PATO:0000586															
MIM:211600		MIM:602397			ATP8B1	HP:0002014		FMA:64183		PATO:0001548															
MIM:211600		MIM:602397			ATP8B1	HP:0002024		GO:0050892		PATO:0000001									PATO:0000460						
MIM:211600		MIM:602397			ATP8B1	HP:0002240		FMA:7197		PATO:0000586															
MIM:211600		MIM:602397			ATP8B1	HP:0002908																			
MIM:211600		MIM:602397			ATP8B1	HP:0003591																			
MIM:211600		MIM:602397			ATP8B1	HP:0006575																			
