Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000006												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000047		FMA:19650		PATO:0001920								IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000219		FMA:59817		PATO:0000592								IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000322		FMA:59819		PATO:0000574								IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000327		FMA:9711		PATO:0000645								IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000336												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000431												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000482		FMA:58238		PATO:0000587								IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000485												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000486												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000501												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000526												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000558												ITM							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000668												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0000824												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0001425												ITM							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0001462												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0002023		FMA:15711		PATO:0001819								IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0002025		FMA:15711		PATO:0001847								IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0003828												IEA							17.02.2009	
MIM:180500	RIEGER SYNDROME, TYPE 1	MIM:601542			PITX2	HP:0007873												ITM							17.02.2009	
