Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000006												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000023												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000028												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000041												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000047		FMA:19650		PATO:0001920								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000156												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000254		FMA:63864		PATO:0000001								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000272		FMA:52747		PATO:0000645								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000303		FMA:46495		PATO:0001482								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000316		FMA:54450		PATO:0000374		FMA:54449						IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000343		FMA:59819		PATO:0000573								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000369		FMA:52780		PATO:0001476								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000425		FMA:52745		PATO:0000407								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000463		FMA:72005		PATO:0001474								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000470		FMA:7155		PATO:0000574								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000494												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000520												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000586		FMA:53074		PATO:0001692								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000706												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000906		FMA:13394		PATO:0000574								IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000926				PATO:0000407								IEA		PATO:0001869					17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0000951		FMA:7163		PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0001174												IEA							17.02.2009	
MIM:166250	OSTEOGLOPHONIC DYSPLASIA	MIM:136350			FGFR1	HP:0001363												IEA							17.02.2009	
