Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:193700		MIM:160720			MYH3	HP:0000006																			
MIM:193700		MIM:160720			MYH3	HP:0000023																			
MIM:193700		MIM:160720			MYH3	HP:0000023																			
MIM:193700		MIM:160720			MYH3	HP:0000028																			
MIM:193700		MIM:160720			MYH3	HP:0000160																			
MIM:193700		MIM:160720			MYH3	HP:0000205																			
MIM:193700		MIM:160720			MYH3	HP:0000218		FMA:54549		PATO:0000570															
MIM:193700		MIM:160720			MYH3	HP:0000226		FMA:54640		PATO:0000587															
MIM:193700		MIM:160720			MYH3	HP:0000252		FMA:46565		PATO:0000587															
MIM:193700		MIM:160720			MYH3	HP:0000252		FMA:46565		PATO:0000587															
MIM:193700		MIM:160720			MYH3	HP:0000272		FMA:52747		PATO:0000645															
MIM:193700		MIM:160720			MYH3	HP:0000286																			
MIM:193700		MIM:160720			MYH3	HP:0000286																			
MIM:193700		MIM:160720			MYH3	HP:0000298																			
MIM:193700		MIM:160720			MYH3	HP:0000333																			
MIM:193700		MIM:160720			MYH3	HP:0000343		FMA:59819		PATO:0000573															
MIM:193700		MIM:160720			MYH3	HP:0000343		FMA:59819		PATO:0000573															
MIM:193700		MIM:160720			MYH3	HP:0000346																			
MIM:193700		MIM:160720			MYH3	HP:0000346																			
MIM:193700		MIM:160720			MYH3	HP:0000430		FMA:59502		PATO:0000645															
MIM:193700		MIM:160720			MYH3	HP:0000430		FMA:59502		PATO:0000645															
MIM:193700		MIM:160720			MYH3	HP:0000431																			
MIM:193700		MIM:160720			MYH3	HP:0000431																			
MIM:193700		MIM:160720			MYH3	HP:0000470		FMA:7155		PATO:0000574															
MIM:193700		MIM:160720			MYH3	HP:0000470		FMA:7155		PATO:0000574															
MIM:193700		MIM:160720			MYH3	HP:0000486																			
MIM:193700		MIM:160720			MYH3	HP:0000486																			
MIM:193700		MIM:160720			MYH3	HP:0000490																			
MIM:193700		MIM:160720			MYH3	HP:0000490																			
MIM:193700		MIM:160720			MYH3	HP:0000506																			
MIM:193700		MIM:160720			MYH3	HP:0000506																			
MIM:193700		MIM:160720			MYH3	HP:0000508																			
MIM:193700		MIM:160720			MYH3	HP:0000508																			
MIM:193700		MIM:160720			MYH3	HP:0000581																			
MIM:193700		MIM:160720			MYH3	HP:0000581																			
MIM:193700		MIM:160720			MYH3	HP:0000951		FMA:7163		PATO:0000001									PATO:0000460						
MIM:193700		MIM:160720			MYH3	HP:0001181																			
MIM:193700		MIM:160720			MYH3	HP:0001193																			
MIM:193700		MIM:160720			MYH3	HP:0001193																			
MIM:193700		MIM:160720			MYH3	HP:0001250																			
MIM:193700		MIM:160720			MYH3	HP:0001250																			
MIM:193700		MIM:160720			MYH3	HP:0001267																			
MIM:193700		MIM:160720			MYH3	HP:0001272																			
MIM:193700		MIM:160720			MYH3	HP:0001508																			
MIM:193700		MIM:160720			MYH3	HP:0001514		GO:0040007		PATO:0000911															
MIM:193700		MIM:160720			MYH3	HP:0001514		GO:0040007		PATO:0000911															
MIM:193700		MIM:160720			MYH3	HP:0001518																			
MIM:193700		MIM:160720			MYH3	HP:0001518																			
MIM:193700		MIM:160720			MYH3	HP:0001611																			
MIM:193700		MIM:160720			MYH3	HP:0001611																			
MIM:193700		MIM:160720			MYH3	HP:0001762																			
MIM:193700		MIM:160720			MYH3	HP:0001762																			
MIM:193700		MIM:160720			MYH3	HP:0001838		FMA:9708		PATO:0001854															
MIM:193700		MIM:160720			MYH3	HP:0001838		FMA:9708		PATO:0001854															
MIM:193700		MIM:160720			MYH3	HP:0001860		FMA:25046		HP:0001371															
MIM:193700		MIM:160720			MYH3	HP:0002365		FMA:79876		PATO:0000645															
MIM:193700		MIM:160720			MYH3	HP:0002751				PATO:0000001															
MIM:193700		MIM:160720			MYH3	HP:0002751				PATO:0000001															
MIM:193700		MIM:160720			MYH3	HP:0002827		FMA:24964		PATO:0001852															
MIM:193700		MIM:160720			MYH3	HP:0002827		FMA:24964		PATO:0001852															
MIM:193700		MIM:160720			MYH3	HP:0002978		FMA:24974		HP:0001371															
MIM:193700		MIM:160720			MYH3	HP:0002978		FMA:24974		HP:0001371															
MIM:193700		MIM:160720			MYH3	HP:0003044		FMA:25202		HP:0001371															
MIM:193700		MIM:160720			MYH3	HP:0003044		FMA:25202		HP:0001371															
MIM:193700		MIM:160720			MYH3	HP:0003196		FMA:46472		PATO:0000645															
MIM:193700		MIM:160720			MYH3	HP:0003196		FMA:46472		PATO:0000645															
MIM:193700		MIM:160720			MYH3	HP:0003273		FMA:24964		HP:0001371															
MIM:193700		MIM:160720			MYH3	HP:0003273		FMA:24964		HP:0001371															
MIM:193700		MIM:160720			MYH3	HP:0003298																			
MIM:193700		MIM:160720			MYH3	HP:0003298																			
MIM:193700		MIM:160720			MYH3	HP:0004648																			
MIM:193700		MIM:160720			MYH3	HP:0006923																			
MIM:193700		MIM:160720			MYH3	HP:0009472		FMA:9666		HP:0001371															
MIM:193700		MIM:160720			MYH3	HP:0009472		FMA:9666		HP:0001371															
