Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:606996		MIM:607215			NPHP4	HP:0000007																			
MIM:606996		MIM:607215			NPHP4	HP:0000090																			
MIM:606996		MIM:607215			NPHP4	HP:0000103		GO:0060073		PATO:0000912															
MIM:606996		MIM:607215			NPHP4	HP:0000510																			
MIM:606996		MIM:607215			NPHP4	HP:0000646																			
MIM:606996		MIM:607215			NPHP4	HP:0001141																			
MIM:606996		MIM:607215			NPHP4	HP:0001425																			
MIM:606996		MIM:607215			NPHP4	HP:0001583																			
MIM:606996		MIM:607215			NPHP4	HP:0001903																			
MIM:606996		MIM:607215			NPHP4	HP:0001959		GO:0042756		PATO:0000912															
MIM:606996		MIM:607215			NPHP4	HP:0003774																			
