Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:160120		MIM:176260			KCNA1	HP:0000006																			
MIM:160120		MIM:176260			KCNA1	HP:0001155				PATO:0000001									PATO:0000460						
MIM:160120		MIM:176260			KCNA1	HP:0001260																			
MIM:160120		MIM:176260			KCNA1	HP:0001347																			
MIM:160120		MIM:176260			KCNA1	HP:0002064																			
MIM:160120		MIM:176260			KCNA1	HP:0002131																			
MIM:160120		MIM:176260			KCNA1	HP:0002147																			
MIM:160120		MIM:176260			KCNA1	HP:0002411																			
MIM:160120		MIM:176260			KCNA1	HP:0003011				PATO:0000001									PATO:0000460						
MIM:160120		MIM:176260			KCNA1	HP:0003487																			
MIM:160120		MIM:176260			KCNA1	HP:0003578																			
