Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:181450		MIM:601621			TBX3	HP:0000006																			
MIM:181450		MIM:601621			TBX3	HP:0000023																			
MIM:181450		MIM:601621			TBX3	HP:0000038		FMA:9707		PATO:0000587															
MIM:181450		MIM:601621			TBX3	HP:0000049																			
MIM:181450		MIM:601621			TBX3	HP:0000478				PATO:0000001									PATO:0000460						
MIM:181450		MIM:601621			TBX3	HP:0000668																			
MIM:181450		MIM:601621			TBX3	HP:0000823																			
MIM:181450		MIM:601621			TBX3	HP:0000882		FMA:13394		PATO:0000645															
MIM:181450		MIM:601621			TBX3	HP:0000898		FMA:13321		PATO:0000645															
MIM:181450		MIM:601621			TBX3	HP:0001162																			
MIM:181450		MIM:601621			TBX3	HP:0001462																			
MIM:181450		MIM:601621			TBX3	HP:0001513																			
MIM:181450		MIM:601621			TBX3	HP:0001607																			
MIM:181450		MIM:601621			TBX3	HP:0002021		FMA:14579		PATO:0001847															
MIM:181450		MIM:601621			TBX3	HP:0002023		FMA:15711		PATO:0001819															
MIM:181450		MIM:601621			TBX3	HP:0002025		FMA:15711		PATO:0001847															
MIM:181450		MIM:601621			TBX3	HP:0002215		FMA:70756		PATO:0001609															
MIM:181450		MIM:601621			TBX3	HP:0002557		FMA:67771		PATO:0000645															
MIM:181450		MIM:601621			TBX3	HP:0003187		FMA:9601		PATO:0000645															
MIM:181450		MIM:601621			TBX3	HP:0005046																			
MIM:181450		MIM:601621			TBX3	HP:0005792		FMA:13303		PATO:0000645															
MIM:181450		MIM:601621			TBX3	HP:0006388																			
MIM:181450		MIM:601621			TBX3	HP:0007397																			
MIM:181450		MIM:601621			TBX3	HP:0008093				PATO:0000001															
