Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0000006												IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0000175		FMA:54549		PATO:0000403								IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0000324		FMA:24728		PATO:0000616								IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0000405												IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0000407												IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0000466												IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0000470		FMA:7155		PATO:0000574								IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0000912												IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0001425												ITM							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0002162												IEA							17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0002650				PATO:0002049								IEA		PATO:0001869					17.02.2009	
MIM:118100	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT	MIM:601147			GDF6	HP:0004636												IEA							17.02.2009	
