Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:204100		MIM:180069			RPE65	HP:0000007																			
MIM:204100		MIM:180069			RPE65	HP:0000518																			
MIM:204100		MIM:180069			RPE65	HP:0000563																			
MIM:204100		MIM:180069			RPE65	HP:0000580																			
MIM:204100		MIM:180069			RPE65	HP:0000613																			
MIM:204100		MIM:180069			RPE65	HP:0000618																			
MIM:204100		MIM:180069			RPE65	HP:0000654																			
MIM:204100		MIM:180069			RPE65	HP:0001091		FMA:30328		HP:0000572															
MIM:204100		MIM:180069			RPE65	HP:0001099																			
MIM:204100		MIM:180069			RPE65	HP:0001249																			
MIM:204100		MIM:180069			RPE65	HP:0001320																			
MIM:204100		MIM:180069			RPE65	HP:0001483																			
