Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Sex	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000156	High-arched palate									TAS	typical								ISBN-13:978-0721606156	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0002007	Frontal bossing									TAS	typical								ISBN-13:978-0721606156	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000256	Macrocephaly									TAS	common								ISBN-13:978-0721606156	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000268	Dolichocephaly									TAS	typical								ISBN-13:978-0721606156	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000303	Mandibular prognathia									TAS	tycpical								http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sotos	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000307	Pointed chin									TAS	typical								http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sotos	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000388	Otitis media									TAS	occasional								http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sotos	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000405	Hearing loss, conductive									TAS	occasional								http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sotos	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000486	Strabismus									TAS	occasional								http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sotos	17.02.2009	
MIM:117550	SOTOS SYNDROME	MIM:606681	NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1 ANDROGEN RECEPTOR-ASSOCIATED COREGULATOR 267 NSD1/NUP98 FUSION GENE, INCLUDED	MIM:606681 / wt	NSD1	HP:0000494	Downward slanting palpebral fissures									TAS	typical								ISBN-13:978-0721606156	17.02.2009	
