Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:120330		MIM:167409			PAX2	HP:0000006																			
MIM:120330		MIM:167409			PAX2	HP:0000076																			
MIM:120330		MIM:167409			PAX2	HP:0000089		FMA:7203		PATO:0000645															
MIM:120330		MIM:167409			PAX2	HP:0000093		FMA:12274		PATO:0002002		CHEBI:16541													
MIM:120330		MIM:167409			PAX2	HP:0000374		FMA:65132		HP:0000404															
MIM:120330		MIM:167409			PAX2	HP:0000480		FMA:58301		HP:0000589															
MIM:120330		MIM:167409			PAX2	HP:0000568																			
MIM:120330		MIM:167409			PAX2	HP:0000588		FMA:50863		HP:0000589															
MIM:120330		MIM:167409			PAX2	HP:0001144		FMA:53074		PATO:0001673															
MIM:120330		MIM:167409			PAX2	HP:0001249																			
MIM:120330		MIM:167409			PAX2	HP:0001275																			
MIM:120330		MIM:167409			PAX2	HP:0003774																			
MIM:120330		MIM:167409			PAX2	HP:0007099																			
