Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:226730					ITGA6, ITGB4	HP:0000007																			
MIM:226730					ITGA6, ITGB4	HP:0000119				PATO:0000001									PATO:0000460						
MIM:226730					ITGA6, ITGB4	HP:0000656		FMA:54437		PATO:0001597															
MIM:226730					ITGA6, ITGB4	HP:0001056																			
MIM:226730					ITGA6, ITGB4	HP:0001057																			
MIM:226730					ITGA6, ITGB4	HP:0001060																			
MIM:226730					ITGA6, ITGB4	HP:0001075																			
MIM:226730					ITGA6, ITGB4	HP:0001372				HP:0001371															
MIM:226730					ITGA6, ITGB4	HP:0001390																			
MIM:226730					ITGA6, ITGB4	HP:0001522																			
MIM:226730					ITGA6, ITGB4	HP:0001561																			
MIM:226730					ITGA6, ITGB4	HP:0001798																			
MIM:226730					ITGA6, ITGB4	HP:0002032		FMA:7131		PATO:0001819															
MIM:226730					ITGA6, ITGB4	HP:0002041																			
MIM:226730					ITGA6, ITGB4	HP:0002164		FMA:54326		PATO:0001780															
MIM:226730					ITGA6, ITGB4	HP:0003341																			
MIM:226730					ITGA6, ITGB4	HP:0003660																			
MIM:226730					ITGA6, ITGB4	HP:0004399																			
MIM:226730					ITGA6, ITGB4	HP:0006254																			
MIM:226730					ITGA6, ITGB4	HP:0006297																			
