Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000006	Autosomal dominant inheritance			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000028	Cryptorchidism			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000126	Hydronephrosis			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000148	Vaginal atresia			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000175	Cleft palate			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000189	Narrow palate			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000193	Bifid uvula			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000238	Hydrocephalus			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000244	Brachyturricephaly			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000270	Delayed closure of fontanelles			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000272	Malar hypoplasia			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000303	Mandibular prognathia			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000316	Hypertelorism			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000354	High, broad forehead			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000365	Hearing impairment			IEA	IEA									17.02.2009	
MIM:101200	APERT SYNDROME	MIM:176943	FIBROBLAST GROWTH FACTOR RECEPTOR 2		FGFR2	HP:0000389	Chronic otitis media			IEA	IEA									17.02.2009	
