Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000006	Autosomal dominant inheritance			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000175	Cleft palate			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000256	Macrocephaly			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000311	Round face			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000358	Posteriorly rotated ears			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000369	Low-set ears			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000678	Dental crowding			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000689	Dental malocclusion			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0002094	Dyspnea			ITM	ITM									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0002104	Apnea			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0004451	Pre- and post-auricular skin or cartilaginous tags			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0004453	Overfolding of the superior helices			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0007627	Mandibular condyle aplasia			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0007628	Mandibular condyle hypoplasia			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0008537	Cleft at the superior portion of the pinna			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0008559	Hypoplastic superior helix			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0009088	Speech articulation difficulties			IEA	IEA									17.02.2009	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000384	Preauricular skin tag			PCS	PCS							MIM:602483	probinson	31.03.2012	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000378	Cupped ear			PCS	PCS							MIM:602483	probinson	31.03.2012	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000402	Stenotic external auditory canal			PCS	PCS	30%						pmid:16114046	probinson	31.03.2012	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000160	Narrow mouth			PCS	PCS	52%						pmid:16114046	probinson	31.03.2012	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000162	Glossoptosis			PCS	PCS	46%						pmid:16114046	probinson	31.03.2012	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0005216	Chewing difficulties			PCS	PCS							MIM:602483	probinson	31.03.2012	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0009102	Anterior open-bite malocclusion			PCS	PCS							MIM:602483	probinson	31.03.2012	
MIM:602483	AURICULOCONDYLAR SYNDROME					HP:0000347	Micrognathia			PCS	PCS	71%						pmid:16114046	probinson	31.03.2012	
