Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0000006												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0000020												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0000639												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0001257												ITM							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0001260												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0001284												ITM							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0001324		FMA:5022		PATO:0001779								IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0002066												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0002277												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0002317												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0002395		FMA:7184		HP:0001347								ITM							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0002650				PATO:0002049								IEA		PATO:0001869					17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0002699				PATO:0000001								ITM		PATO:0000460					17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0003396												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0003401												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0003487												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0005878												IEA							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0007099												ITM							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0007181		FMA:37417		PATO:0001623								ITM							17.02.2009	
MIM:186700	SYRINGOMYELIA, ISOLATED					HP:0007347												IEA							17.02.2009	
