Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:607594		MIM:604558			ICOS	HP:0000007																			
MIM:607594		MIM:604558			ICOS	HP:0000255		GO:0006954		PATO:0000389															
MIM:607594		MIM:604558			ICOS	HP:0000371																			
MIM:607594		MIM:604558			ICOS	HP:0000509																			
MIM:607594		MIM:604558			ICOS	HP:0002014		FMA:64183		PATO:0001548															
MIM:607594		MIM:604558			ICOS	HP:0002090																			
MIM:607594		MIM:604558			ICOS	HP:0002110																			
MIM:607594		MIM:604558			ICOS	HP:0002716		FMA:30315		PATO:0000644															
MIM:607594		MIM:604558			ICOS	HP:0002718																			
MIM:607594		MIM:604558			ICOS	HP:0002844																			
MIM:607594		MIM:604558			ICOS	HP:0002956																			
MIM:607594		MIM:604558			ICOS	HP:0003147																			
MIM:607594		MIM:604558			ICOS	HP:0003294																			
MIM:607594		MIM:604558			ICOS	HP:0003460																			
