Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:231050		MIM:612277			ADAMTSL2	HP:0000007																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0000154		FMA:49184		PATO:0000600															
MIM:231050		MIM:612277			ADAMTSL2	HP:0000299																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0000304																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0000391		FMA:60992		PATO:0000591															
MIM:231050		MIM:612277			ADAMTSL2	HP:0000463		FMA:72005		PATO:0001474															
MIM:231050		MIM:612277			ADAMTSL2	HP:0000582																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0000767																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0000938		FMA:5018		PATO:0001790									PATO:0001869						
MIM:231050		MIM:612277			ADAMTSL2	HP:0001072		FMA:7163		PATO:0000591															
MIM:231050		MIM:612277			ADAMTSL2	HP:0001165		FMA:9712		PATO:0000587															
MIM:231050		MIM:612277			ADAMTSL2	HP:0001239		FMA:24922		HP:0001371															
MIM:231050		MIM:612277			ADAMTSL2	HP:0001250																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0001263																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0001509		FMA:20394		PATO:0000569															
MIM:231050		MIM:612277			ADAMTSL2	HP:0001620																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0001635		GO:0060047		PATO:0001641															
MIM:231050		MIM:612277			ADAMTSL2	HP:0001650		FMA:3734		PATO:0001847															
MIM:231050		MIM:612277			ADAMTSL2	HP:0001718																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0001766		FMA:9664		PATO:0000574															
MIM:231050		MIM:612277			ADAMTSL2	HP:0001813		FMA:54326		PATO:0000587															
MIM:231050		MIM:612277			ADAMTSL2	HP:0002240		FMA:7197		PATO:0000586															
MIM:231050		MIM:612277			ADAMTSL2	HP:0002673		FMA:32851		PATO:0000133		FMA:42385							PATO:0000460						
MIM:231050		MIM:612277			ADAMTSL2	HP:0002680																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0002777		FMA:7394		PATO:0001847															
MIM:231050		MIM:612277			ADAMTSL2	HP:0003196		FMA:46472		PATO:0000645															
MIM:231050		MIM:612277			ADAMTSL2	HP:0004988																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0005041																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0006161																			
MIM:231050		MIM:612277			ADAMTSL2	HP:0009472		FMA:9666		HP:0001371															
