Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0000007												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0000246		GO:0006954		PATO:0002017								IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0000367												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0000389												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0000458												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0000462												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0000481				PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0001334												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0001651												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0001696				PATO:0000625								IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0001746				PATO:0001557		FMA:7196						IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0001939		GO:0008152		PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0002090												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0002110												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0002257												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0002315												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0002688				PATO:0001557		FMA:57417						IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0003251												IEA							17.02.2009	
MIM:244400	KARTAGENER SYNDROME	MIM:604366			DNAI1	HP:0003363				HP:0001696								IEA							17.02.2009	
