Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Sex	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000006	Autosomal dominant inheritance									PCS									http://www.ncbi.nlm.nih.gov/books/NBK1526/	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000028	Cryptorchidism									PCS	78%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000047	Hypospadias	FMA:19650	External urethral orifice	PATO:0001920	mislocalised ventrally					PCS	8%						Not explicitly mentioned in GeneReviews but is in OMIM's clinical synopsis.		ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000049	Shawl scrotum									PCS	8%						Not explicitly mentioned in GeneReviews but is in OMIM's clinical synopsis.		ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000156	High-arched palate									PCS	100%								ISBN-13:978-0721606156; http://www.ncbi.nlm.nih.gov/books/NBK1526/	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000347	Micrognathia	FMA:54396	Jaw	PATO:0000587	decreased size					PCS	49%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000252	Microcephaly	FMA:46565	Skull	PATO:0000587	decreased size					PCS	35%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0002007	Frontal bossing									PCS	33%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000260	Wide anterior fontanel	FMA:75439	Anterior fontanelle	PATO:0000600	increased width					PCS	41%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000270	Delayed closure of fontanelles									PCS	24%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000286	Epicanthus									PCS	55%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000294	Low anterior hairline									PCS	24%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000327	Hypoplasia of the maxilla	FMA:9711	Maxilla	PATO:0000645	hypoplastic					PCS	100%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000365	Hearing impairment									PCS	24%								PMID:16868563	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000369	Low-set ears	FMA:52780	Ear	PATO:0001476	decreased position					PCS	84%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000377	Abnormality of the pinna	FMA:52781	External ear	PATO:0000051	morphology					PCS	84%	PATO:0000460	abnormal						ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000431	Broad nasal bridge									PCS	occasional						Not sure about the frequency. I didn't see this specifically mentioned in GeneReviews or Smith's but this reference mentions it to describe the facial appearance.		PMID:17942008	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000444	Beaked nose									PCS	90%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000486	Strabismus									PCS	69%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000494	Downward slanting palpebral fissures									PCS	88%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000501	Glaucoma									PCS	8%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000508	Ptosis									PCS	36%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000518	Cataract									PCS	8%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000527	Long eyelashes	FMA:70742	Set of eyelashes	PATO:0000573	increased length					PCS	87%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000574	Thick eyebrows	FMA:71098	Set of eyebrows	PATO:0000591	increased thickness					PCS	76%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000579	Nasolacrimal duct obstruction									PCS	43%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000589	Coloboma	FMA:54448	Eye	PATO:0000609	closure incomplete					PCS	8%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000663	Enophthalmos	FMA:54448	Eye	PATO:0001477	retracted					PCS	22%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0000736	Short attention span									PCS	frequent								http://www.ncbi.nlm.nih.gov/books/NBK1526/	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0001007	Hirsutism									PCS	75%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0001135	Chorioretinal dystrophy									IEA	31%						I'm not sure where this term and frequency come from. Retinal abnormalities are mentioned in PMID:11004107, but that is probably already covered in refractive errors. Maybe you can find this one. :)			17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0001159	Syndactyly	FMA:85518	Digit	PATO:0000642	fused with	FMA:85518	Digit			PCS	7.5%								ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0010442	Polydactyly									PCS	8%						Not explicitly mentioned in GeneReviews.		ISBN-13:978-0721606156	17.02.2009	
MIM:180849	RUBINSTEIN-TAYBI SYNDROME 1			MIM:600140 / wt; MIM:602700 / wt; del16p13.3	CREBBP, EP300	HP:0001212	Prominent fingertip pads									PCS	31%								ISBN-13:978-0721606156	17.02.2009	
