Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:142680		MIM:191190			TNFRSF1A	HP:0000006																			
MIM:142680		MIM:191190			TNFRSF1A	HP:0000478				PATO:0000001									PATO:0000460						
MIM:142680		MIM:191190			TNFRSF1A	HP:0000765				PATO:0000001									PATO:0000460						
MIM:142680		MIM:191190			TNFRSF1A	HP:0000988																			
MIM:142680		MIM:191190			TNFRSF1A	HP:0001392				PATO:0000001									PATO:0000460						
MIM:142680		MIM:191190			TNFRSF1A	HP:0001945																			
MIM:142680		MIM:191190			TNFRSF1A	HP:0002829																			
MIM:142680		MIM:191190			TNFRSF1A	HP:0003326																			
MIM:142680		MIM:191190			TNFRSF1A	HP:0003552		FMA:5022		PATO:0001545															
MIM:142680		MIM:191190			TNFRSF1A	HP:0003565																			
MIM:142680		MIM:191190			TNFRSF1A	HP:0003618																			
