Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:125370		MIM:607462			ATN1	HP:0000006																			
MIM:125370		MIM:607462			ATN1	HP:0000006																			
MIM:125370		MIM:607462			ATN1	HP:0001250																			
MIM:125370		MIM:607462			ATN1	HP:0001250																			
MIM:125370		MIM:607462			ATN1	HP:0001253		FMA:67944		HP:0001251															
MIM:125370		MIM:607462			ATN1	HP:0001266																			
MIM:125370		MIM:607462			ATN1	HP:0001336																			
MIM:125370		MIM:607462			ATN1	HP:0001939		GO:0008152		PATO:0000001									PATO:0000460						
MIM:125370		MIM:607462			ATN1	HP:0002072																			
MIM:125370		MIM:607462			ATN1	HP:0002274																			
MIM:125370		MIM:607462			ATN1	HP:0002400																			
MIM:125370		MIM:607462			ATN1	HP:0003381																			
MIM:125370		MIM:607462			ATN1	HP:0003628																			
MIM:125370		MIM:607462			ATN1	HP:0003743																			
