Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0000006												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0000010												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0001080		FMA:79646		PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0001508												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0001875												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0002024		GO:0050892		PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0002583												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0002728												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0002783												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0002788												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0003139												ITM							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0004385												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0005386												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0005427												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0006562												IEA							17.02.2009	
MIM:209920	BARE LYMPHOCYTE SYNDROME, TYPE II				CIITA, RFX5, RFXANK, RFXAP	HP:0007041												IEA							17.02.2009	
