Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:166220					COL1A1, COL1A2	HP:0000006																			
MIM:166220					COL1A1, COL1A2	HP:0000362		FMA:60179		PATO:0001561		MPATH:184													
MIM:166220					COL1A1, COL1A2	HP:0000365																			
MIM:166220					COL1A1, COL1A2	HP:0000478				PATO:0000001									PATO:0000460						
MIM:166220					COL1A1, COL1A2	HP:0000703																			
MIM:166220					COL1A1, COL1A2	HP:0002645																			
MIM:166220					COL1A1, COL1A2	HP:0002650				PATO:0002049									PATO:0001869						
MIM:166220					COL1A1, COL1A2	HP:0002662		FMA:5018		PATO:0001444															
MIM:166220					COL1A1, COL1A2	HP:0002808				PATO:0001468									PATO:0001869						
MIM:166220					COL1A1, COL1A2	HP:0002809				PATO:0000001															
MIM:166220					COL1A1, COL1A2	HP:0003023																			
MIM:166220					COL1A1, COL1A2	HP:0003321				PATO:0000001															
MIM:166220					COL1A1, COL1A2	HP:0003501																			
MIM:166220					COL1A1, COL1A2	HP:0005005																			
