Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:251100		MIM:607481			MMAA	HP:0000007																			
MIM:251100		MIM:607481			MMAA	HP:0001250																			
MIM:251100		MIM:607481			MMAA	HP:0001252		FMA:30316		PATO:0001619									PATO:0001869						
MIM:251100		MIM:607481			MMAA	HP:0001254																			
MIM:251100		MIM:607481			MMAA	HP:0001259																			
MIM:251100		MIM:607481			MMAA	HP:0001263																			
MIM:251100		MIM:607481			MMAA	HP:0001337																			
MIM:251100		MIM:607481			MMAA	HP:0001508																			
MIM:251100		MIM:607481			MMAA	HP:0001875																			
MIM:251100		MIM:607481			MMAA	HP:0001876																			
MIM:251100		MIM:607481			MMAA	HP:0001942																			
MIM:251100		MIM:607481			MMAA	HP:0001944																			
MIM:251100		MIM:607481			MMAA	HP:0001946		GO:0046951		PATO:0000912															
MIM:251100		MIM:607481			MMAA	HP:0001987																			
MIM:251100		MIM:607481			MMAA	HP:0002013																			
MIM:251100		MIM:607481			MMAA	HP:0002022																			
MIM:251100		MIM:607481			MMAA	HP:0002098																			
MIM:251100		MIM:607481			MMAA	HP:0002154																			
MIM:251100		MIM:607481			MMAA	HP:0002240		FMA:7197		PATO:0000586															
MIM:251100		MIM:607481			MMAA	HP:0002912																			
MIM:251100		MIM:607481			MMAA	HP:0003123																			
MIM:251100		MIM:607481			MMAA	HP:0003145																			
MIM:251100		MIM:607481			MMAA	HP:0003210																			
MIM:251100		MIM:607481			MMAA	HP:0003576																			
