Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0000007																			
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0000778		FMA:9607		PATO:0000645															
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0001019																			
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0001508																			
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0001596																			
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0001744		FMA:7196		PATO:0000586															
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0001873																			
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0001880																			
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0001903																			
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0002014		FMA:64183		PATO:0001548															
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0002090																			
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0002240		FMA:7197		PATO:0000586															
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0002716		FMA:30315		PATO:0000644															
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0002856				PATO:0001557		CL:0000236													
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0003075		FMA:62970		PATO:0001163		CHEBI:16541													
MIM:603554					DCLRE1C, RAG1, RAG2	HP:0005350																			
