Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:278750		MIM:603968			POLH	HP:0000491																			
MIM:278750		MIM:603968			POLH	HP:0000509																			
MIM:278750		MIM:603968			POLH	HP:0000613																			
MIM:278750		MIM:603968			POLH	HP:0000621																			
MIM:278750		MIM:603968			POLH	HP:0000656		FMA:54437		PATO:0001597															
MIM:278750		MIM:603968			POLH	HP:0000992		FMA:54448		PATO:0000927															
MIM:278750		MIM:603968			POLH	HP:0001009																			
MIM:278750		MIM:603968			POLH	HP:0001029																			
MIM:278750		MIM:603968			POLH	HP:0001480																			
MIM:278750		MIM:603968			POLH	HP:0001939		GO:0008152		PATO:0000001									PATO:0000460						
MIM:278750		MIM:603968			POLH	HP:0003593																			
MIM:278750		MIM:603968			POLH	HP:0004334		FMA:7163		PATO:0001623															
MIM:278750		MIM:603968			POLH	HP:0007415																			
