Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0000006																			
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0000007																			
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0001257																			
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0001260																			
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0001939		GO:0008152		PATO:0000001									PATO:0000460						
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0002380		FMA:30316		HP:0002380															
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0003394																			
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0007024																			
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0007254																			
MIM:105400					DCTN1, NEFH, PRPH, SOD1	HP:0009012				PATO:0000001															
