Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0001417	X-linked inheritance			IEA	IEA							pmid:22885700	HPO:probinson	Jan 9, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000248	Brachycephaly			IEA	IEA	3/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000294	Low anterior hairline			IEA	IEA	5/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0002553	Highly arched eyebrow			IEA	IEA	5/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000664	Synophrys			IEA	IEA	5/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000527	Long eyelashes			IEA	IEA	5/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000508	Ptosis			IEA	IEA	2/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000426	Prominent nasal bridge			IEA	IEA	4/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000463	Anteverted nares			IEA	IEA	2/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000343	Long philtrum			IEA	IEA	4/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000213	Thin lips			IEA	IEA	4/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0002714	Downturned corners of mouth			IEA	IEA	4/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000156	High-arched palate			IEA	IEA	3/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000347	Micrognathia			IEA	IEA	4/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0000965	Cutis marmorata			IEA	IEA	2/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0200055	Small hands			IEA	IEA	2/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0200055	Small hands			IEA	IEA	4/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0001764	Small feet			IEA	IEA	3/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0009623	Proximal placement of thumb			IEA	IEA	5/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0004209	Clinodactyly of the 5th finger			IEA	IEA	5/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0001377	Limited elbow extension			IEA	IEA	4/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0001007	Hirsutism			IEA	IEA	5/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0008872	Feeding difficulties in infancy			IEA	IEA	2/4						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0001263	Global developmental delay			IEA	IEA	5/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0002119	Ventriculomegaly			IEA	IEA	3/5						pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5				HDAC8	HP:0001250	Seizures			IEA	IEA							pmid:22885700	HPO:probinson	Mar 23, 2013	
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0002020	Gastroesophageal reflux			IEA	IEA						OMIM-CS:ABDOMEN_GASTROINTESTINAL > GASTROESOPHAGEAL REFLUX	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0008897	Postnatal growth retardation			IEA	IEA						OMIM-CS:GROWTH_OTHER > POSTNATAL GROWTH RETARDATION	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000365	Hearing impairment			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_EARS > HEARING LOSS (IN SOME PATIENTS)	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000316	Hypertelorism			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > HYPERTELORISM	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000545	Myopia			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > MYOPIA	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000506	Telecanthus			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > TELECANTHUS	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000278	Retrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > RETROGNATHIA	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000175	Cleft palate			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > CLEFT PALATE	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000470	Short neck			IEA	IEA						OMIM-CS:HEAD AND NECK_NECK > SHORT NECK	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000455	Broad nasal tip			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > BROAD NASAL TIP	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0005280	Depressed nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > DEPRESSED NASAL BRIDGE	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000687	Widely spaced teeth			IEA	IEA						OMIM-CS:HEAD AND NECK_TEETH > WIDELY SPACED TEETH	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0000708	Behavioral abnormality			IEA	IEA						OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > BEHAVIORAL DISORDERS	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0001249	Intellectual disability			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > INTELLECTUAL DISABILITY	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0001770	Toe syndactyly			IEA	IEA						OMIM-CS:SKELETAL_FEET > TOE SYNDACTYLY	OMIM:300882	HPO:skoehler	06.10.2014
OMIM:300882	#300882 CORNELIA DE LANGE SYNDROME 5; CDLS5					HP:0040082	Happy demeanor			IEA	IEA						OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > HAPPY DEMEANOR	OMIM:300882	HPO:skoehler	27.11.2014
