Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III				KCNJ5	HP:0000859	Hyperaldosteronism			TAS	TAS							OMIM:613677	HPO:probinson	Jun 2, 2013	
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III				KCNJ5	HP:0000822	Hypertension			TAS	TAS							OMIM:613677	HPO:probinson	Jun 2, 2013	
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III				KCNJ5	HP:0003351	Decreased circulating renin level			TAS	TAS							OMIM:613677	HPO:probinson	Jun 2, 2013	
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III				KCNJ5	HP:0008221	Adrenal hyperplasia			TAS	TAS							OMIM:613677	HPO:probinson	Jun 2, 2013	
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III				KCNJ5	HP:0000006	Autosomal dominant inheritance			TAS	TAS							OMIM:613677	HPO:probinson	Jun 2, 2013	
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III					HP:0002150	Hypercalciuria			IEA	IEA	rare					OMIM-CS:GENITOURINARY_KIDNEYS > HYPERCALCIURIA (IN SOME PATIENTS)	OMIM:613677	HPO:skoehler	03.08.2014
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III					HP:0000103	Polyuria			IEA	IEA	rare					OMIM-CS:GENITOURINARY_KIDNEYS > POLYURIA (IN SOME PATIENTS)	OMIM:613677	HPO:skoehler	03.08.2014
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III					HP:0002150	Hypercalciuria			IEA	IEA	rare					OMIM-CS:LABORATORY ABNORMALITIES > HYPERCALCIURIA (IN SOME PATIENTS)	OMIM:613677	HPO:skoehler	03.08.2014
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III					HP:0002900	Hypokalemia			IEA	IEA						OMIM-CS:LABORATORY ABNORMALITIES > HYPOKALEMIA	OMIM:613677	HPO:skoehler	03.08.2014
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III					HP:0001942	Metabolic acidosis			IEA	IEA	rare					OMIM-CS:METABOLIC FEATURES > METABOLIC ACIDOSIS (IN SOME PATIENTS)	OMIM:613677	HPO:skoehler	03.08.2014
OMIM:613677	#613677 HYPERALDOSTERONISM, FAMILIAL, TYPE III;;FH III					HP:0001959	Polydipsia			IEA	IEA	rare					OMIM-CS:METABOLIC FEATURES > POLYDIPSIA (IN SOME PATIENTS)	OMIM:613677	HPO:skoehler	03.08.2014
