Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0000135	Hypogonadism			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0000365	Hearing impairment			IEA	IEA							OMIM:300100	HPO:skoehler	20.06.2010	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0000618	Blindness			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0000802	Impotence			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0000924	Abnormality of the skeletal system			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0000953	Hyperpigmentation of the skin			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0001258	Spastic paraplegia			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0001271	Polyneuropathy			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0001350	Slurred speech			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0001417	X-linked inheritance			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0002839	Urinary bladder sphincter dysfunction			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0008207	Primary adrenal insufficiency			IEA	IEA							OMIM:300100	HPO	17.02.2009	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0003455	Elevated long chain fatty acids			TAS	TAS							OMIM:300100	HPO:probinson	10.06.2012	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0002078	Truncal ataxia			TAS	TAS							OMIM:300100	HPO:probinson	10.06.2012	
OMIM:300100	ADRENOLEUKODYSTROPHY					HP:0002070	Limb ataxia			TAS	TAS							OMIM:300100	HPO:probinson	10.06.2012	
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0002607	Bowel incontinence			IEA	IEA						OMIM-CS:ABDOMEN_GASTROINTESTINAL > FECAL INCONTINENCE	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0000020	Urinary incontinence			IEA	IEA						OMIM-CS:GENITOURINARY_BLADDER > URINARY INCONTINENCE	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0000572	Visual loss			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > LOSS OF VISION	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0001419	X-linked recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > X-LINKED RECESSIVE	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0003676	Progressive disorder			IEA	IEA						OMIM-CS:MISCELLANEOUS > PROGRESSIVE DISORDER	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0007018	Attention deficit hyperactivity disorder			IEA	IEA						OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > ATTENTION DEFICIT-HYPERACTIVITY DISORDER	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0000708	Behavioural/Psychiatric Abnormality			IEA	IEA						OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > BEHAVIORAL CHANGES	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0000709	Psychosis			IEA	IEA						OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > PSYCHOSIS	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0001283	Bulbar palsy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > BULBAR PALSY	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0001268	Mental deterioration			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > COGNITIVE DECLINE	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0000726	Dementia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DEMENTIA	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0002311	Incoordination			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > INCOORDINATION	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0002371	Loss of speech			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > LOSS OF SPEECH	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0002180	Neurodegeneration			IEA	IEA						MODIFIER:PROGRESSIVE;OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > NEURODEGENERATION, PROGRESSIVE	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0002385	Paraparesis			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > PARAPARESIS	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0001250	Seizures			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES	OMIM:300100	HPO:skoehler	23.06.2013
OMIM:300100	#300100 ADRENOLEUKODYSTROPHY; ALD;;ADDISON DISEASE AND CEREBRAL SCLEROSIS;;ADRENOMYELONEUROPATHY; AMN;;SIEMERLING-CREUTZFELDT DISEASE;;BRONZE SCHILDER DISEASE;;MELANODERMIC LEUKODYSTROPHY					HP:0002500	Abnormality of the cerebral white matter			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > WHITE MATTER ABNORMALITIES	OMIM:300100	HPO:skoehler	23.06.2013
