Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000007	Autosomal recessive inheritance			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000047	Hypospadias			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000079	Abnormality of the urinary system			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000156	High-arched palate			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000154	Wide mouth			PCS	PCS							MIM:249630	HPO:probinson	17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000219	Thin upper lip vermilion			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000238	Hydrocephalus			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000252	Microcephaly			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000303	Mandibular prognathia			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000316	Hypertelorism			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000348	High forehead			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000369	Low-set ears			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000411	Protruding ear			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000431	Broad nasal bridge			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000448	Prominent nose			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000486	Strabismus			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000494	Downslanted palpebral fissures			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000527	Long eyelashes			PCS	PCS							MIM:249630	HPO:probinson	17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000508	Ptosis			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000545	Myopia			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000670	Carious teeth			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000689	Dental malocclusion			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000767	Pectus excavatum			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0000768	Pectus carinatum			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0001249	Intellectual disability			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0001338	Partial agenesis of the corpus callosum			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0001508	Failure to thrive			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0001631	Atrial septal defect			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0001763	Pes planus			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0002022	Feeding difficulties			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0002064	Spastic gait			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0002286	Fair hair			PCS	PCS							MIM:249630	HPO:probinson	17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0004209	Clinodactyly of the 5th finger			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0005248	Intrahepatic biliary atresia			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0008407	Hyperconvex thumb nails			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0008425	Cuboid-shaped thoracolumbar vertebral bodies			IEA	IEA									17.02.2009
MIM:249630	MENTAL RETARDATION, BUENOS AIRES TYPE					HP:0007665	Curly eyelashes			PCS	PCS							MIM:249630	HPO:probinson	02.03.2012
OMIM:249630	249630 MENTAL RETARDATION, BUENOS AIRES TYPE;;MUTCHINICK SYNDROME					HP:0200086	Thin upper lip			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > THIN UPPER LIP	OMIM:249630	HPO:skoehler	04.06.2013
