Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0001511	Intrauterine growth retardation			IEA	IEA						OMIM-CS:GROWTH_OTHER > INTRAUTERINE GROWTH RETARDATION (IUGR)	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000378	Cupped ear			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > CUP-SHAPED EARS	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000365	Hearing impairment			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > DEAFNESS	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000274	Small face			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > SMALL FACE	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000252	Microcephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MICROCEPHALY	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000156	High-arched palate			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > HIGH-ARCHED PALATE	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000154	Wide mouth			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > LARGE MOUTH	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0001249	Intellectual disability			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > MENTAL RETARDATION	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0001263	Global developmental delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > PSYCHOMOTOR RETARDATION	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000965	Cutis marmorata			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > CUTIS MARMORATA	OMIM:613398	HPO:skoehler	Oct 17, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0001629	Ventricular septal defect			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > VENTRICULAR SEPTAL DEFECT (VSD)	OMIM:613398	HPO:skoehler	Nov 21, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0008586	Hypoplasia of the cochlea			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > BILATERAL HYPOPLASTIC COCHLEA	OMIM:613398	HPO:skoehler	Nov 21, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000286	Epicanthus			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > BILATERAL EPICANTHAL FOLDS	OMIM:613398	HPO:skoehler	Nov 21, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0000588	Optic nerve coloboma			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > COLOBOMA OF THE RIGHT OPTIC DISC	OMIM:613398	HPO:skoehler	Nov 21, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME					HP:0004691	2-3 toe syndactyly			IEA	IEA						OMIM-CS:SKELETAL_FEET > SYNDACTYLY OF THE SECOND AND THIRD TOES	OMIM:613398	HPO:skoehler	Nov 21, 2012	
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME; WABS					HP:0001636	Tetralogy of Fallot			IEA	IEA	rare					OMIM-CS:CARDIOVASCULAR_HEART > TETRALOGY OF FALLOT (RARE)	OMIM:613398	HPO:skoehler	08.03.2013
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME; WABS					HP:0000340	Sloping forehead			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > RECEDING FOREHEAD	OMIM:613398	HPO:skoehler	08.03.2013
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME; WABS					HP:0000954	Single transverse palmar crease			IEA	IEA						OMIM-CS:SKELETAL_HANDS > SINGLE PALMAR CREASE	OMIM:613398	HPO:skoehler	08.03.2013
OMIM:613398	#613398 WARSAW BREAKAGE SYNDROME; WABS					HP:0001252	Muscular hypotonia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > HYPOTONIA	OMIM:613398	HPO:skoehler	26.11.2014
