Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0000348	High forehead			TAS	TAS							PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0000520	Proptosis			TAS	TAS							PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0000463	Anteverted nares			TAS	TAS							PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0005280	Depressed nasal bridge			TAS	TAS							PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0001883	Talipes			TAS	TAS							PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0011927	Short digit			TAS	TAS							PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0000938	Osteopenia			TAS	TAS	2/2						PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0000252	Microcephaly			TAS	TAS	2/2						PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0001518	Small for gestational age			TAS	TAS	2/2						PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0003510	Severe short stature			TAS	TAS	2/2						PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0004325	Decreased body weight			TAS	TAS	2/2						PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES				CRIPT	HP:0000007	Autosomal recessive inheritance			TAS	TAS							PMID:24389050	HPO:probinson	May 8, 2015	
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0000535	Sparse eyebrow			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > SPARSE EYEBROWS	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0000506	Telecanthus			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > TELECANTHUS	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0002007	Frontal bossing			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > FRONTAL BOSSING	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0001903	Anemia			IEA	IEA						OMIM-CS:HEMATOLOGY > ANEMIA	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0004823	Anisopoikilocytosis			IEA	IEA						OMIM-CS:HEMATOLOGY > ANISOPOIKILOCYTOSIS	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0002719	Recurrent infections			IEA	IEA						OMIM-CS:IMMUNOLOGY > RECURRENT INFECTIONS	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0012736	Profound global developmental delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > PROFOUND GLOBAL DEVELOPMENTAL DELAY	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0009882	Short distal phalanx of finger			IEA	IEA						OMIM-CS:SKELETAL_FEET > HYPOPLASTIC TERMINAL PHALANGES	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0001762	Talipes equinovarus			IEA	IEA						OMIM-CS:SKELETAL_FEET > TALIPES EQUINOVARUS	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0001156	Brachydactyly syndrome			IEA	IEA						OMIM-CS:SKELETAL_HANDS > BRACHYDACTYLY	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0009882	Short distal phalanx of finger			IEA	IEA						OMIM-CS:SKELETAL_HANDS > HYPOPLASTIC TERMINAL PHALANGES	OMIM:615789	HPO:skoehler	16.08.2015
OMIM:615789	#615789 SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES					HP:0005590	Spotty hypopigmentation			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > PATCHY HYPOPIGMENTATION	OMIM:615789	HPO:skoehler	16.08.2015
