Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:245130	KETOADIPICACIDURIA					HP:0001252	Muscular hypotonia			IEA	IEA							OMIM:245130	HPO	Feb 17, 2009	
OMIM:245130	KETOADIPICACIDURIA					HP:0001263	Global developmental delay			IEA	IEA							OMIM:245130	HPO	Feb 17, 2009	
OMIM:245130	KETOADIPICACIDURIA					HP:0003355	Aminoaciduria			IEA	IEA							OMIM:245130	HPO:skoehler	Jun 20, 2010	
OMIM:245130	KETOADIPICACIDURIA					HP:0007514	Edema of the dorsum of hands			TAS	TAS							OMIM:245130	HPO:probinson	Aug 20, 2012	
OMIM:245130	KETOADIPICACIDURIA					HP:0012098	Edema of the dorsum of feet			TAS	TAS							OMIM:245130	HPO:probinson	Aug 20, 2012	
OMIM:245130	KETOADIPICACIDURIA					HP:0007479	Congenital nonbullous ichthyosiform erythroderma			TAS	TAS							OMIM:245130	HPO:probinson	Aug 20, 2012	
OMIM:245130	245130 KETOADIPICACIDURIA					HP:0001552	Barrel-shaped chest			IEA	IEA						OMIM-CS:CHEST_EXTERNAL FEATURES > BARREL CHEST	OMIM:245130	HPO:skoehler	26.11.2014
OMIM:245130	245130 KETOADIPICACIDURIA					HP:0001270	Motor delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DELAYED MOTOR DEVELOPMENT	OMIM:245130	HPO:skoehler	26.11.2014
OMIM:245130	245130 KETOADIPICACIDURIA					HP:0001249	Intellectual disability			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > MENTAL RETARDATION, MODERATE TO SEVERE	OMIM:245130	HPO:skoehler	26.11.2014
OMIM:245130	245130 KETOADIPICACIDURIA					HP:0001250	Seizures			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES	OMIM:245130	HPO:skoehler	26.11.2014
OMIM:245130	245130 KETOADIPICACIDURIA					HP:0100759	Clubbing of fingers			IEA	IEA						OMIM-CS:SKELETAL_HANDS > CLUBBED FINGERS	OMIM:245130	HPO:skoehler	26.11.2014
