Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0000774	Narrow chest			IEA	IEA						OMIM-CS:CHEST_EXTERNAL FEATURES > NARROW THORAX	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0000090	Nephronophthisis			IEA	IEA						OMIM-CS:GENITOURINARY_KIDNEYS > NEPHRONOPHTHISIS	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0000685	Hypoplasia of teeth			IEA	IEA						OMIM-CS:HEAD AND NECK_TEETH > HYPOPLASTIC TEETH	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0000687	Widely spaced teeth			IEA	IEA						OMIM-CS:HEAD AND NECK_TEETH > WIDELY SPACED TEETH	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0001159	Syndactyly			IEA	IEA						OMIM-CS:SKELETAL_FEET > SYNDACTYLY	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0001388	Joint laxity			IEA	IEA						OMIM-CS:SKELETAL_LIMBS > JOINT LAXITY	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0000958	Dry skin			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > DRY SKIN	OMIM:614099	HPO:skoehler	Oct 17, 2012	
OMIM:614099	#614099 CRANIOECTODERMAL DYSPLASIA 3; CED3					HP:0000973	Cutis laxa			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > SKIN LAXITY	OMIM:614099	HPO:skoehler	Oct 17, 2012	
