Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0000006	Autosomal dominant inheritance			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0000083	Renal insufficiency			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0000793	Membranoproliferative glomerulonephritis			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0000535	Sparse eyebrow			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0003758	Reduced subcutaneous adipose tissue			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0005598	Facial telangiectasia in butterfly midface distribution			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0007543	Epidermal hyperkeratosis			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0007621	Telangiectasia of extensor surfaces			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0008070	Sparse hair			TAS	TAS							OMIM:137940	HPO:probinson	Feb 17, 2009	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0000653	Sparse eyelashes			TAS	TAS							OMIM:137940	HPO:probinson	Mar 1, 2012	
MIM:137940	GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES					HP:0000095	Abnormality of the glomerulus			TAS	TAS							OMIM:137940	HPO:probinson	Feb 15, 2015	
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0000034	Hydrocele testis			IEA	IEA						OMIM-CS:GENITOURINARY_EXTERNAL GENITALIA, MALE > HYDROCELE	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0002223	Absent eyebrow			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > ABSENT EYEBROWS	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0000561	Absent eyelashes			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > ABSENT EYELASHES	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0000286	Epicanthus			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > EPICANTHAL FOLDS	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0100540	Palpebral edema			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > PUFFY EYELIDS	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0000300	Oval face			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > OVAL FACE	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0000303	Mandibular prognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > PROGNATHISM	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0012471	Thick vermilion border			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > FULL LIPS	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0000431	Wide nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > BROAD NASAL ROOT	OMIM:137940	HPO:skoehler	22.06.2015
OMIM:137940	#137940 HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS;;GLOMERULONEPHRITIS WITH SPARSE HAIR AND TELANGIECTASES;;TELANGIECTATIC MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS					HP:0000426	Prominent nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > HIGH NASAL BRIDGE	OMIM:137940	HPO:skoehler	22.06.2015
