Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND				PNPLA6	HP:0000007	Autosomal recessive inheritance			PCS	PCS							pmid:18313024	HPO:probinson	Jan 9, 2013	
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND				PNPLA6	HP:0007020	Progressive spastic paraplegia			PCS	PCS							pmid:18313024	HPO:probinson	Apr 4, 2013	
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND				PNPLA6	HP:0003693	Distal amyotrophy			PCS	PCS							pmid:18313024	HPO:probinson	Apr 4, 2013	
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND				PNPLA6	HP:0009053	Distal lower limb muscle weakness			PCS	PCS							pmid:18313024	HPO:probinson	Apr 4, 2013	
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND				PNPLA6	HP:0006827	Atrophy of the spinal cord			PCS	PCS							pmid:18313024	HPO:probinson	Apr 7, 2013	
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND					HP:0001288	Gait disturbance			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > ABNORMAL GAIT	OMIM:612020	HPO:skoehler	24.03.2014
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND					HP:0001251	Ataxia			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > ATAXIA (IN SOME PATIENTS)	OMIM:612020	HPO:skoehler	24.03.2014
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND					HP:0001272	Cerebellar atrophy			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > CEREBELLAR ATROPHY (IN SOME PATIENTS)	OMIM:612020	HPO:skoehler	24.03.2014
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND					HP:0003487	Babinski sign			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > EXTENSOR PLANTAR RESPONSES	OMIM:612020	HPO:skoehler	24.03.2014
OMIM:612020	#612020 SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND					HP:0001347	Hyperreflexia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > HYPERREFLEXIA	OMIM:612020	HPO:skoehler	24.03.2014
