Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0000006	Autosomal dominant inheritance			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0000470	Short neck			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0000774	Narrow chest			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0000975	Hyperhidrosis			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0001026	Penetrating foot ulcers			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0001270	Motor delay			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0001301	Chronic sensorineural polyneuropathy			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0001315	Reduced tendon reflexes			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0001371	Flexion contracture			IEA	IEA							MIM:118230		17.02.2009	
MIM:118230	CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE					HP:0001600	Abnormality of the larynx			IEA	IEA							MIM:118230		17.02.2009	
