Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0000467	Neck muscle weakness			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0001260	Dysarthria			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0001288	Gait disturbance	HP:0003584	Late onset	TAS	TAS							OMIM:164300	HPO:probinson	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0002015	Dysphagia			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0002460	Distal muscle weakness			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0003581	Adult onset			TAS	TAS							OMIM:164300	HPO:probinson	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0003676	Progressive disorder			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0003690	Limb muscle weakness			IEA	IEA							OMIM:164300	HPO:skoehler	20.06.2010	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0003701	Proximal muscle weakness			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0007838	Progressive ptosis			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY					HP:0010628	Facial palsy			IEA	IEA							OMIM:164300	HPO	17.02.2009	
OMIM:164300	#164300 OCULOPHARYNGEAL MUSCULAR DYSTROPHY; OPMD;;MUSCULAR DYSTROPHY, OCULOPHARYNGEAL					HP:0000298	Mask-like facies			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > EXPRESSIONLESS FACE	OMIM:164300	HPO:skoehler	17.10.2012
OMIM:164300	#164300 OCULOPHARYNGEAL MUSCULAR DYSTROPHY; OPMD;;MUSCULAR DYSTROPHY, OCULOPHARYNGEAL					HP:0003200	Ragged-red muscle fibers			IEA	IEA				NOT	NOT	OMIM-CS:MUSCLE, SOFT TISSUE > NO RAGGED-RED FIBERS	OMIM:164300	HPO:skoehler	30.05.2013
