Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:278250	WRINKLY SKIN SYNDROME					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:278250	HPO	17.02.2009	
OMIM:278250	WRINKLY SKIN SYNDROME					HP:0000252	Microcephaly			IEA	IEA							OMIM:278250	HPO	17.02.2009	
OMIM:278250	WRINKLY SKIN SYNDROME					HP:0001249	Intellectual disability			IEA	IEA							OMIM:278250	HPO	17.02.2009	
OMIM:278250	WRINKLY SKIN SYNDROME					HP:0001252	Muscular hypotonia			TAS	TAS							OMIM:278250	HPO:probinson	17.02.2009	
OMIM:278250	WRINKLY SKIN SYNDROME					HP:0003691	Scapular winging			TAS	TAS							OMIM:278250	HPO:probinson	17.02.2009	
OMIM:278250	WRINKLY SKIN SYNDROME					HP:0007414	Neonatal wrinkled skin of hands and feet			IEA	IEA							OMIM:278250	HPO	17.02.2009	
OMIM:278250	WRINKLY SKIN SYNDROME					HP:0009034	Poorly developed skeletal musculature			IEA	IEA							OMIM:278250	HPO	17.02.2009	
OMIM:278250	WRINKLY SKIN SYNDROME					HP:0011995	Atrial septal aneurysm			TAS	TAS							OMIM:278250	HPO:probinson	21.07.2012	
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0007517	Palmoplantar cutis laxa			IEA	IEA						OMIM-CS:SKIN > INCREASED WRINKLES OF PALMS AND SOLES	OMIM:278250	HPO:skoehler	17.10.2012
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0001537	Umbilical hernia			IEA	IEA						OMIM-CS:ABDOMEN_EXTERNAL FEATURES > UMBILICAL HERNIA	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000767	Pectus excavatum			IEA	IEA						OMIM-CS:CHEST_RIBS, STERNUM, CLAVICLES, AND SCAPULAE > PECTUS EXCAVATUM	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000023	Inguinal hernia			IEA	IEA						OMIM-CS:GENITOURINARY_EXTERNAL GENITALIA, MALE > INGUINAL HERNIA	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000028	Cryptorchidism			IEA	IEA						OMIM-CS:GENITOURINARY_INTERNAL GENITALIA, MALE > CRYPTORCHIDISM	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0001508	Failure to thrive			IEA	IEA						OMIM-CS:GROWTH_OTHER > FAILURE TO THRIVE	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000369	Low-set ears			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > LOW-SET EARS	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000494	Downslanted palpebral fissures			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > DOWNSLANTING PALPEBRAL FISSURES	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000286	Epicanthus			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > EPICANTHAL FOLDS	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000316	Hypertelorism			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > HYPERTELORISM	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000343	Long philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > LONG PHILTRUM	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000319	Smooth philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > SMOOTH PHILTRUM	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000260	Wide anterior fontanel			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > LARGE ANTERIOR FONTANEL	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000253	Progressive microcephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > PROGRESSIVE MICROCEPHALY	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000218	High palate			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > HIGH-ARCHED PALATE	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000431	Wide nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > BROAD NASAL BRIDGE	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000684	Delayed eruption of teeth			IEA	IEA						OMIM-CS:HEAD AND NECK_TEETH > DELAYED TOOTH ERUPTION	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000670	Carious teeth			IEA	IEA						OMIM-CS:HEAD AND NECK_TEETH > DENTAL CARIES	OMIM:278250	HPO:skoehler	22.02.2015
OMIM:278250	#278250 WRINKLY SKIN SYNDROME; WSS					HP:0000691	Microdontia			IEA	IEA						OMIM-CS:HEAD AND NECK_TEETH > SMALL TEETH	OMIM:278250	HPO:skoehler	22.02.2015
