Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0001249	Intellectual disability			TAS	TAS							OMIM:311510	HPO:probinson	17.02.2009	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0001250	Seizures			TAS	TAS							OMIM:311510	HPO:probinson	17.02.2009	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0001300	Parkinsonism			TAS	TAS							OMIM:311510	HPO:probinson	17.02.2009	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0001355	Megalencephaly			TAS	TAS							OMIM:311510	HPO:probinson	17.02.2009	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0001417	X-linked inheritance			TAS	TAS							OMIM:311510	HPO:probinson	17.02.2009	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0002007	Frontal bossing			TAS	TAS							OMIM:311510	HPO:probinson	17.02.2009	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0002362	Shuffling gait			TAS	TAS							OMIM:311510	HPO:probinson	17.02.2009	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0002396	Cogwheel rigidity			TAS	TAS							OMIM:311510	HPO:probinson	17.02.2009	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0002135	Basal ganglia calcification			TAS	TAS				NOT	NOT		OMIM:311510	HPO:skoehler	18.06.2010	
OMIM:311510	PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION					HP:0002322	Resting tremor			TAS	TAS							OMIM:311510	HPO:probinson	18.07.2012	
OMIM:311510	#311510 WAISMAN SYNDROME; WSMN;;PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION;;BASAL GANGLION DISORDER WITH MENTAL RETARDATION; BGMR;;WSN					HP:0000256	Macrocephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MACROCEPHALY	OMIM:311510	HPO:skoehler	22.02.2015
OMIM:311510	#311510 WAISMAN SYNDROME; WSMN;;PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION;;BASAL GANGLION DISORDER WITH MENTAL RETARDATION; BGMR;;WSN					HP:0002067	Bradykinesia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > BRADYKINESIA	OMIM:311510	HPO:skoehler	22.02.2015
OMIM:311510	#311510 WAISMAN SYNDROME; WSMN;;PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION;;BASAL GANGLION DISORDER WITH MENTAL RETARDATION; BGMR;;WSN					HP:0001263	Global developmental delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DELAYED PSYCHOMOTOR DEVELOPMENT	OMIM:311510	HPO:skoehler	22.02.2015
OMIM:311510	#311510 WAISMAN SYNDROME; WSMN;;PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION;;BASAL GANGLION DISORDER WITH MENTAL RETARDATION; BGMR;;WSN					HP:0000726	Dementia			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DEMENTIA (IN SOME PATIENTS)	OMIM:311510	HPO:skoehler	22.02.2015
OMIM:311510	#311510 WAISMAN SYNDROME; WSMN;;PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION;;BASAL GANGLION DISORDER WITH MENTAL RETARDATION; BGMR;;WSN					HP:0001260	Dysarthria			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DYSARTHRIA	OMIM:311510	HPO:skoehler	22.02.2015
OMIM:311510	#311510 WAISMAN SYNDROME; WSMN;;PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION;;BASAL GANGLION DISORDER WITH MENTAL RETARDATION; BGMR;;WSN					HP:0100660	Dyskinesia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DYSKINESIA	OMIM:311510	HPO:skoehler	22.02.2015
OMIM:311510	#311510 WAISMAN SYNDROME; WSMN;;PARKINSONISM, EARLY-ONSET, WITH MENTAL RETARDATION;;BASAL GANGLION DISORDER WITH MENTAL RETARDATION; BGMR;;WSN					HP:0002465	Poor speech			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > POOR SPEECH	OMIM:311510	HPO:skoehler	22.02.2015
