Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0000006	Autosomal dominant inheritance			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0000378	Cupped ear			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0000411	Protruding ear			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0006349	Agenesis of permanent teeth			TAS	TAS									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0000765	Abnormality of the thorax			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0000818	Abnormality of the endocrine system			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0001595	Abnormality of the hair			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0001597	Abnormality of the nail			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0004691	2-3 toe syndactyly			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0006709	Aplasia/Hypoplasia of the nipples			IEA	IEA									17.02.2009	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0011272	Underdeveloped tragus			IEA	IEA									18.12.2011	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0011251	Underdeveloped antitragus			IEA	IEA									18.12.2011	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0000385	Small earlobe			IEA	IEA									18.12.2011	
MIM:181270	SCALP-EAR-NIPPLE SYNDROME					HP:0011939	3-4 finger cutaneous syndactyly			TAS	TAS						Partial	MIM:181270	HPO:probinson	17.02.2009	
OMIM:181270	%181270 SCALP-EAR-NIPPLE SYNDROME;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0100783	Breast aplasia			IEA	IEA						OMIM-CS:THORAX > BREAST APLASIA	OMIM:181270	HPO:skoehler	17.10.2012
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0000822	Hypertension			IEA	IEA	rare					OMIM-CS:CARDIOVASCULAR_VASCULAR > HYPERTENSION (IN SOME PATIENTS)	OMIM:181270	HPO:skoehler	06.10.2013
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0000089	Renal hypoplasia			IEA	IEA	rare					OMIM-CS:GENITOURINARY_KIDNEYS > HYPOPLASTIC KIDNEYS (IN SOME PATIENTS)	OMIM:181270	HPO:skoehler	06.10.2013
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0012330	Pyelonephritis			IEA	IEA	rare					OMIM-CS:GENITOURINARY_KIDNEYS > PYELONEPHRITIS (IN SOME PATIENTS)	OMIM:181270	HPO:skoehler	06.10.2013
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0000104	Renal agenesis			IEA	IEA	rare					OMIM-CS:GENITOURINARY_KIDNEYS > RENAL AGENESIS (IN SOME PATIENTS)	OMIM:181270	HPO:skoehler	06.10.2013
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0000083	Renal insufficiency			IEA	IEA	rare					OMIM-CS:GENITOURINARY_KIDNEYS > RENAL FAILURE (IN SOME PATIENTS)	OMIM:181270	HPO:skoehler	06.10.2013
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0008551	Microtia			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > HYPOPLASTIC EARS	OMIM:181270	HPO:skoehler	06.10.2013
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0000369	Low-set ears			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > LOW-SET EARS	OMIM:181270	HPO:skoehler	06.10.2013
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0000519	Congenital cataract			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_EYES > CATARACT, CONGENITAL (IN SOME PATIENTS)	OMIM:181270	HPO:skoehler	06.10.2013
OMIM:181270	#181270 SCALP-EAR-NIPPLE SYNDROME; SENS;;FINLAY-MARKS SYNDROME;;SEN SYNDROME					HP:0000612	Iris coloboma			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_EYES > COLOBOMA OF THE IRIS (RARE)	OMIM:181270	HPO:skoehler	06.10.2013
