Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0002570	Steatorrhea			IEA	IEA						OMIM-CS:ABDOMEN_GASTROINTESTINAL > STEATORRHEA	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0001395	Hepatic fibrosis			IEA	IEA						OMIM-CS:ABDOMEN_LIVER > HEPATIC FIBROSIS	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0002240	Hepatomegaly			IEA	IEA						OMIM-CS:ABDOMEN_LIVER > HEPATOMEGALY	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0100732	Pancreatic fibrosis			IEA	IEA						OMIM-CS:ABDOMEN_PANCREAS > PANCREATIC FIBROSIS	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0000821	Hypothyroidism			IEA	IEA						OMIM-CS:ENDOCRINE > HYPOTHYROIDISM	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0000049	Shawl scrotum			IEA	IEA						OMIM-CS:GENITOURINARY_EXTERNAL GENITALIA, MALE > SHAWL SCROTUM	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0001508	Failure to thrive			IEA	IEA						OMIM-CS:GROWTH_OTHER > FAILURE TO THRIVE	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0000407	Sensorineural hearing impairment			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > SENSORINEURAL DEAFNESS	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0000577	Exotropia			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > EXOTROPIA	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0000316	Hypertelorism			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > HYPERTELORISM	OMIM:616263	HPO:skoehler	05.04.2015
OMIM:616263	#616263 NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET;IMNEPD					HP:0011800	Midface retrusion			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MIDFACE HYPOPLASIA	OMIM:616263	HPO:skoehler	05.04.2015
