Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000006	Autosomal dominant inheritance			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000470	Short neck			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0001263	Global developmental delay			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0001382	Joint hypermobility			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0006610	Wide intermamillary distance			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000325	Triangular face			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000316	Hypertelorism			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000369	Low-set ears			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000400	Macrotia			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000508	Ptosis			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0005280	Depressed nasal bridge			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0001647	Bicuspid aortic valve			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0001650	Aortic valve stenosis			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0001653	Mitral regurgitation			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0012209	Juvenile myelomonocytic leukemia			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000286	Epicanthus			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0008070	Sparse hair			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000358	Posteriorly rotated ears			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0002002	Deep philtrum			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME				CBL	HP:0000767	Pectus excavatum			TAS	TAS							OMIM:613563	HPO:probinson	Aug 11, 2013	
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0000028	Cryptorchidism			IEA	IEA						OMIM-CS:GENITOURINARY_INTERNAL GENITALIA, MALE > CRYPTORCHIDISM	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0004322	Short stature			IEA	IEA	rare					OMIM-CS:GROWTH_HEIGHT > SHORT STATURE (IN SOME PATIENTS)	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0000494	Downslanted palpebral fissures			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > DOWNSLANTING PALPEBRAL FISSURES	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0002007	Frontal bossing			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > FRONTAL BOSSING	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0000343	Long philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > LONG PHILTRUM	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0012471	Thick vermilion border			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > THICK LIPS	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0000465	Webbed neck			IEA	IEA						OMIM-CS:HEAD AND NECK_NECK > WEBBED NECK	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0001252	Muscular hypotonia			IEA	IEA						OMIM-CS:MUSCLE, SOFT TISSUE > HYPOTONIA	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0000750	Delayed speech and language development			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > LANGUAGE DELAY	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0002967	Cubitus valgus			IEA	IEA						OMIM-CS:SKELETAL_JOINT LAXITY LIMBS > CUBITUS VALGUS	OMIM:613563	HPO:skoehler	05.08.2015
OMIM:613563	#613563 NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTICLEUKEMIA; NSLL;;CBL SYNDROME;;CBL MUTATION-ASSOCIATED SYNDROME					HP:0000957	Cafe-au-lait spot			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > CAFE-AU-LAIT SPOTS	OMIM:613563	HPO:skoehler	05.08.2015
