Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:157151	HPO	Feb 17, 2009	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0000541	Retinal detachment			IEA	IEA							OMIM:157151	HPO	Feb 17, 2009	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0000545	Myopia			IEA	IEA							OMIM:157151	HPO	Feb 17, 2009	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0001132	Lens subluxation			IEA	IEA							OMIM:157151	HPO	Feb 17, 2009	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0002652	Skeletal dysplasia			IEA	IEA							OMIM:157151	HPO	Feb 17, 2009	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0004322	Short stature			IEA	IEA							OMIM:157151	HPO	Feb 17, 2009	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0005733	Spinal stenosis with reduced interpedicular distance			IEA	IEA							OMIM:157151	HPO	Feb 17, 2009	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0005752	Flattened moderately deformed vertebrae			IEA	IEA							OMIM:157151	HPO	Feb 17, 2009	
OMIM:157151	157151 MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0100719	Lens coloboma			TAS	TAS							OMIM:157151	HPO:skoehler	Oct 17, 2012	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0010582	Irregular epiphyses			TAS	TAS							OMIM:157151	HPO:probinson	Apr 14, 2013	
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0001510	Growth delay			TAS	TAS							OMIM:157151	HPO:probinson	Apr 14, 2013
OMIM:157151	MICROSPHEROPHAKIA-METAPHYSEAL DYSPLASIA					HP:0100255	Metaphyseal dysplasia			TAS	TAS						Disease name contained:microspherophakia - metaphyseal dysplasia|verloes-van malderg	OMIM:157151	HPO:skoehler	21.01.2015
	
